Body Type,Event Type,Preferred Colors,Season,Fabric Type,Gender,Price Range,Occasion Suitability Score,Style Category
Inverted Triangle,Casual,['Black'],Fall,Polyester,Female,Mid-range,5.7,Business Casual
Inverted Triangle,Formal,['Black'],Fall,Cotton,Female,Mid-range,4.4,Glam
Rectangle,Business,"['Black', 'Blue', 'Green']",Summer,Silk,Unisex,Luxury,9.4,Streetwear
Rectangle,Casual,"['Gold', 'Black', 'Neutral']",Winter,Polyester,Female,Budget,3.5,Bohemian
Oval,Casual,"['Red', 'White']",Fall,Cotton,Female,Mid-range,7.5,Bohemian
Oval,Party,"['Neutral', 'Blue']",Winter,Wool,Female,Mid-range,5.8,Glam
Pear,Party,"['Black', 'Neutral']",Winter,Wool,Female,Mid-range,2.8,Business Casual
Inverted Triangle,Business,"['Black', 'Neutral']",Spring,Polyester,Unisex,Mid-range,2.2,Glam
Oval,Formal,"['White', 'Neutral', 'Red']",Summer,Cotton,Female,Mid-range,1.2,Formal
Hourglass,Party,['Black'],Winter,Wool,Male,Budget,3.2,Formal
Pear,Business,['Green'],Summer,Cotton,Unisex,Mid-range,8.5,Business Casual
Hourglass,Wedding,"['Silver', 'Red', 'Neutral']",Winter,Wool,Female,Luxury,2.9,Streetwear
Pear,Casual,['White'],Fall,Polyester,Unisex,Mid-range,6.1,Formal
Oval,Party,['Silver'],Summer,Cotton,Female,Luxury,8.9,Bohemian
Oval,Formal,"['Green', 'Gold']",Summer,Silk,Female,Mid-range,9.3,Formal
Inverted Triangle,Casual,['Silver'],Summer,Polyester,Unisex,Mid-range,1.0,Streetwear
Oval,Wedding,['Gold'],Summer,Cotton,Male,Budget,9.2,Formal
Hourglass,Party,"['Black', 'Green', 'Neutral']",Winter,Denim,Unisex,Mid-range,6.8,Formal
Rectangle,Party,"['Gold', 'White', 'Green']",Summer,Cotton,Unisex,Luxury,4.1,Bohemian
Hourglass,Formal,['Red'],Spring,Cotton,Male,Luxury,8.4,Glam
Hourglass,Business,"['Green', 'Gold', 'Silver']",Summer,Polyester,Unisex,Mid-range,5.1,Streetwear
Inverted Triangle,Business,"['Blue', 'White', 'Black']",Fall,Polyester,Male,Luxury,6.4,Streetwear
Pear,Formal,"['Black', 'Blue']",Summer,Silk,Unisex,Budget,1.7,Formal
Hourglass,Party,['Silver'],Spring,Cotton,Female,Mid-range,9.8,Bohemian
Rectangle,Party,"['Red', 'Blue']",Winter,Wool,Female,Mid-range,9.2,Streetwear
Pear,Party,"['Black', 'Neutral']",Summer,Cotton,Unisex,Luxury,8.9,Streetwear
Oval,Party,"['Green', 'White', 'Silver']",Fall,Cotton,Female,Luxury,1.8,Bohemian
Pear,Party,['Red'],Fall,Cotton,Female,Mid-range,3.4,Formal
Rectangle,Wedding,['Black'],Fall,Cotton,Unisex,Luxury,6.5,Glam
Inverted Triangle,Casual,"['Gold', 'Red']",Summer,Cotton,Unisex,Budget,5.1,Formal
Oval,Business,['White'],Winter,Denim,Male,Mid-range,3.0,Glam
Hourglass,Formal,['White'],Fall,Cotton,Unisex,Luxury,3.7,Glam
Hourglass,Wedding,"['Red', 'Green', 'Neutral']",Winter,Denim,Male,Budget,2.7,Streetwear
Hourglass,Business,['Red'],Fall,Cotton,Male,Luxury,9.7,Glam
Rectangle,Wedding,"['Neutral', 'Green']",Winter,Denim,Female,Budget,3.9,Streetwear
Pear,Wedding,"['Green', 'Red']",Summer,Polyester,Unisex,Budget,9.9,Streetwear
Rectangle,Party,"['White', 'Green', 'Blue']",Fall,Silk,Female,Mid-range,2.7,Bohemian
Oval,Formal,['Gold'],Fall,Polyester,Female,Budget,9.3,Formal
Inverted Triangle,Casual,"['White', 'Neutral']",Fall,Cotton,Male,Luxury,6.2,Streetwear
Inverted Triangle,Casual,"['Blue', 'White']",Spring,Cotton,Female,Luxury,4.0,Glam
Oval,Business,"['Blue', 'Silver']",Spring,Cotton,Unisex,Budget,7.2,Bohemian
Pear,Party,['Silver'],Summer,Silk,Male,Budget,3.5,Business Casual
Rectangle,Wedding,"['Red', 'White', 'Blue']",Summer,Silk,Female,Luxury,2.7,Formal
Inverted Triangle,Casual,"['Red', 'Green', 'White']",Spring,Cotton,Female,Luxury,9.1,Glam
Inverted Triangle,Casual,"['White', 'Green']",Spring,Silk,Female,Budget,4.2,Bohemian
Rectangle,Formal,"['Blue', 'Silver', 'Neutral']",Spring,Silk,Male,Luxury,2.5,Business Casual
Hourglass,Business,"['Red', 'Neutral', 'Green']",Spring,Cotton,Unisex,Budget,8.4,Streetwear
Oval,Wedding,"['Neutral', 'Blue']",Summer,Polyester,Male,Luxury,6.3,Formal
Rectangle,Casual,"['Silver', 'White']",Winter,Wool,Male,Budget,4.8,Glam
Rectangle,Casual,"['Neutral', 'White', 'Silver']",Winter,Denim,Female,Luxury,2.3,Formal
Rectangle,Party,['Blue'],Fall,Polyester,Female,Mid-range,4.1,Formal
Inverted Triangle,Formal,"['Blue', 'Silver', 'Red']",Fall,Silk,Male,Mid-range,7.3,Formal
Pear,Business,['Green'],Winter,Polyester,Female,Budget,8.4,Business Casual
Hourglass,Casual,['Gold'],Summer,Polyester,Unisex,Luxury,4.8,Streetwear
Hourglass,Wedding,['White'],Winter,Wool,Unisex,Luxury,4.5,Glam
Oval,Wedding,['Red'],Fall,Cotton,Unisex,Budget,7.7,Streetwear
Pear,Formal,"['Green', 'Black']",Winter,Denim,Female,Budget,2.5,Formal
Rectangle,Casual,['White'],Winter,Denim,Male,Mid-range,5.1,Glam
Pear,Party,"['White', 'Green']",Winter,Wool,Unisex,Mid-range,2.1,Formal
Inverted Triangle,Party,"['Silver', 'Neutral']",Summer,Cotton,Female,Mid-range,6.7,Glam
Hourglass,Casual,"['Green', 'Black']",Fall,Silk,Female,Mid-range,2.7,Formal
Rectangle,Wedding,"['Neutral', 'Blue']",Fall,Cotton,Female,Luxury,3.7,Bohemian
Oval,Casual,"['Gold', 'Green', 'Silver']",Spring,Cotton,Female,Luxury,1.4,Business Casual
Pear,Party,"['White', 'Black', 'Blue']",Winter,Denim,Unisex,Budget,1.3,Glam
Inverted Triangle,Party,['Neutral'],Summer,Cotton,Unisex,Budget,9.8,Business Casual
Hourglass,Formal,"['White', 'Silver', 'Gold']",Winter,Wool,Unisex,Budget,9.6,Formal
Rectangle,Casual,"['Black', 'Blue']",Winter,Wool,Female,Mid-range,2.5,Bohemian
Rectangle,Business,"['Silver', 'Neutral']",Summer,Cotton,Female,Budget,1.7,Streetwear
Hourglass,Business,['Black'],Fall,Silk,Male,Mid-range,1.9,Streetwear
Rectangle,Party,['Neutral'],Spring,Polyester,Unisex,Mid-range,6.8,Glam
Pear,Casual,['Gold'],Summer,Silk,Unisex,Luxury,1.3,Formal
Pear,Business,"['Green', 'Silver', 'Neutral']",Summer,Cotton,Male,Luxury,3.1,Business Casual
Inverted Triangle,Casual,"['Blue', 'Silver']",Winter,Wool,Male,Budget,7.7,Glam
Inverted Triangle,Casual,"['Neutral', 'Gold', 'Black']",Summer,Cotton,Male,Luxury,8.0,Bohemian
Inverted Triangle,Party,['White'],Spring,Cotton,Unisex,Budget,8.4,Business Casual
Rectangle,Formal,"['Green', 'Blue', 'Neutral']",Winter,Wool,Female,Budget,4.2,Business Casual
Inverted Triangle,Casual,"['Green', 'Red', 'Blue']",Summer,Silk,Female,Budget,5.5,Business Casual
Pear,Business,"['Green', 'Neutral']",Fall,Cotton,Male,Budget,5.4,Streetwear
Hourglass,Formal,"['Black', 'Neutral']",Fall,Cotton,Unisex,Luxury,7.6,Formal
Rectangle,Business,['Blue'],Spring,Cotton,Unisex,Mid-range,6.6,Formal
Rectangle,Formal,"['Neutral', 'Blue', 'Black']",Winter,Wool,Unisex,Luxury,7.9,Glam
Oval,Wedding,"['Silver', 'White']",Fall,Cotton,Male,Budget,8.2,Glam
Inverted Triangle,Casual,['Silver'],Spring,Cotton,Male,Luxury,3.0,Business Casual
Inverted Triangle,Business,"['Gold', 'Silver', 'White']",Spring,Polyester,Male,Mid-range,7.3,Glam
Hourglass,Formal,"['White', 'Silver', 'Green']",Summer,Silk,Female,Luxury,3.0,Formal
Pear,Casual,"['Black', 'Neutral', 'White']",Winter,Denim,Female,Budget,6.9,Bohemian
Rectangle,Business,['Neutral'],Summer,Polyester,Male,Luxury,8.6,Business Casual
Inverted Triangle,Casual,['Black'],Winter,Wool,Male,Mid-range,3.9,Business Casual
Inverted Triangle,Casual,['Neutral'],Winter,Polyester,Female,Luxury,9.0,Bohemian
Oval,Formal,['Silver'],Fall,Cotton,Male,Mid-range,6.5,Business Casual
Hourglass,Business,"['Silver', 'Gold']",Winter,Wool,Male,Budget,9.0,Formal
Rectangle,Party,"['Blue', 'Neutral', 'Black']",Fall,Cotton,Female,Luxury,1.5,Glam
Inverted Triangle,Party,"['Neutral', 'White', 'Green']",Fall,Cotton,Female,Budget,2.3,Glam
Pear,Formal,['Red'],Winter,Wool,Male,Mid-range,1.4,Glam
Oval,Business,"['Neutral', 'White', 'Blue']",Winter,Polyester,Male,Luxury,6.1,Formal
Inverted Triangle,Casual,"['Blue', 'White']",Winter,Wool,Male,Budget,3.7,Streetwear
Hourglass,Party,"['Black', 'Red']",Summer,Silk,Female,Luxury,3.6,Bohemian
Rectangle,Party,"['Red', 'Silver']",Winter,Polyester,Female,Budget,3.0,Business Casual
Pear,Formal,['White'],Summer,Polyester,Female,Budget,1.6,Formal
Hourglass,Party,['Gold'],Spring,Silk,Male,Luxury,9.4,Glam
Pear,Casual,"['Silver', 'Neutral']",Summer,Silk,Unisex,Mid-range,4.6,Streetwear
Pear,Casual,"['Red', 'Silver']",Winter,Denim,Female,Mid-range,2.0,Bohemian
Hourglass,Formal,"['Green', 'Neutral', 'Silver']",Summer,Cotton,Unisex,Mid-range,8.8,Formal
Pear,Business,['Green'],Fall,Cotton,Female,Mid-range,8.6,Bohemian
Hourglass,Business,"['Silver', 'Blue']",Winter,Wool,Male,Luxury,1.2,Business Casual
Inverted Triangle,Formal,['Gold'],Winter,Denim,Male,Mid-range,1.5,Formal
Rectangle,Casual,"['Neutral', 'Gold', 'Black']",Spring,Polyester,Female,Luxury,7.1,Formal
Hourglass,Casual,"['Silver', 'Neutral']",Summer,Cotton,Male,Mid-range,5.5,Streetwear
Rectangle,Wedding,['Green'],Winter,Denim,Female,Mid-range,2.0,Business Casual
Hourglass,Business,['Red'],Summer,Cotton,Unisex,Budget,8.7,Bohemian
Oval,Formal,"['Neutral', 'Silver']",Fall,Silk,Male,Budget,5.9,Glam
Hourglass,Party,['Black'],Spring,Cotton,Male,Mid-range,4.6,Business Casual
Rectangle,Casual,"['Gold', 'Blue', 'White']",Spring,Polyester,Male,Mid-range,3.4,Glam
Hourglass,Business,"['Gold', 'Blue']",Fall,Cotton,Unisex,Luxury,8.5,Formal
Pear,Party,['Black'],Spring,Cotton,Male,Budget,4.9,Business Casual
Inverted Triangle,Casual,"['Green', 'Silver']",Fall,Polyester,Unisex,Budget,6.9,Streetwear
Pear,Formal,['Blue'],Winter,Wool,Unisex,Budget,1.0,Formal
Rectangle,Casual,"['Silver', 'Red']",Winter,Polyester,Male,Mid-range,7.6,Glam
Rectangle,Casual,['Silver'],Fall,Cotton,Female,Mid-range,2.9,Bohemian
Rectangle,Casual,"['Green', 'Blue', 'Red']",Spring,Polyester,Female,Luxury,1.7,Glam
Oval,Casual,['Silver'],Fall,Silk,Female,Luxury,2.2,Bohemian
Inverted Triangle,Party,"['Neutral', 'Green', 'Blue']",Winter,Wool,Female,Mid-range,3.5,Formal
Pear,Formal,"['Neutral', 'White', 'Gold']",Fall,Silk,Unisex,Budget,2.7,Formal
Hourglass,Formal,"['Silver', 'Black', 'Gold']",Spring,Cotton,Unisex,Mid-range,4.5,Formal
Hourglass,Party,['Green'],Summer,Cotton,Unisex,Mid-range,9.0,Glam
Pear,Formal,"['Neutral', 'Gold', 'Black']",Summer,Silk,Female,Budget,1.8,Formal
Hourglass,Casual,"['Red', 'Black']",Summer,Cotton,Male,Luxury,1.2,Bohemian
Rectangle,Wedding,"['White', 'Green', 'Gold']",Summer,Polyester,Female,Luxury,9.2,Business Casual
Pear,Casual,"['Gold', 'Red']",Fall,Cotton,Unisex,Budget,1.5,Streetwear
Inverted Triangle,Wedding,['Green'],Fall,Polyester,Male,Luxury,5.3,Business Casual
Pear,Wedding,['Neutral'],Spring,Cotton,Female,Budget,9.6,Streetwear
Inverted Triangle,Casual,"['White', 'Silver']",Fall,Polyester,Male,Budget,7.9,Formal
Oval,Party,"['Neutral', 'Red', 'Blue']",Fall,Silk,Unisex,Luxury,5.9,Business Casual
Oval,Casual,"['Neutral', 'White']",Spring,Cotton,Female,Luxury,7.4,Bohemian
Inverted Triangle,Formal,"['Neutral', 'Blue']",Summer,Silk,Unisex,Mid-range,5.8,Formal
Pear,Formal,"['White', 'Blue']",Summer,Cotton,Male,Mid-range,8.2,Formal
Rectangle,Party,"['Black', 'Green', 'Silver']",Spring,Polyester,Male,Budget,2.2,Glam
Rectangle,Business,['Silver'],Spring,Silk,Male,Mid-range,5.8,Streetwear
Pear,Business,"['Green', 'Black']",Fall,Polyester,Female,Mid-range,2.1,Business Casual
Hourglass,Business,['Neutral'],Winter,Wool,Female,Mid-range,1.7,Glam
Inverted Triangle,Party,"['Green', 'Black']",Spring,Polyester,Female,Budget,7.6,Business Casual
Inverted Triangle,Casual,"['Green', 'Silver']",Spring,Polyester,Female,Budget,7.9,Business Casual
Pear,Wedding,['Red'],Summer,Cotton,Male,Luxury,2.5,Glam
Inverted Triangle,Business,['Black'],Spring,Cotton,Female,Budget,8.7,Formal
Rectangle,Wedding,"['Neutral', 'White']",Spring,Silk,Female,Luxury,1.3,Business Casual
Rectangle,Casual,['Red'],Summer,Cotton,Male,Luxury,5.6,Bohemian
Inverted Triangle,Wedding,['Blue'],Spring,Cotton,Unisex,Mid-range,1.9,Business Casual
Inverted Triangle,Party,"['Green', 'Silver', 'Red']",Fall,Cotton,Female,Budget,8.7,Business Casual
Pear,Party,['Blue'],Winter,Wool,Female,Mid-range,2.0,Streetwear
Inverted Triangle,Casual,"['Silver', 'Green', 'Red']",Winter,Denim,Female,Budget,6.7,Business Casual
Pear,Party,['Gold'],Spring,Cotton,Male,Luxury,2.1,Bohemian
Pear,Business,['Green'],Spring,Cotton,Male,Mid-range,4.5,Streetwear
Rectangle,Party,"['Gold', 'Green', 'Silver']",Summer,Cotton,Female,Mid-range,1.3,Streetwear
Pear,Casual,"['Gold', 'Silver']",Summer,Silk,Unisex,Mid-range,6.1,Business Casual
Hourglass,Casual,"['Blue', 'White', 'Black']",Winter,Wool,Male,Luxury,4.7,Formal
Oval,Casual,"['Neutral', 'Red']",Fall,Silk,Female,Luxury,6.3,Streetwear
Inverted Triangle,Wedding,"['Green', 'Black']",Spring,Silk,Male,Budget,6.4,Bohemian
Hourglass,Casual,"['Gold', 'Red']",Fall,Silk,Unisex,Mid-range,2.7,Formal
Pear,Party,"['Red', 'Black', 'Blue']",Spring,Silk,Male,Budget,1.3,Streetwear
Inverted Triangle,Business,['Red'],Spring,Cotton,Unisex,Budget,6.4,Streetwear
Inverted Triangle,Formal,"['Red', 'Neutral']",Spring,Cotton,Male,Luxury,1.0,Formal
Rectangle,Casual,"['Blue', 'Green']",Fall,Silk,Unisex,Luxury,1.9,Bohemian
Hourglass,Formal,['Green'],Spring,Cotton,Unisex,Budget,1.4,Glam
Rectangle,Casual,"['Silver', 'Gold', 'Black']",Fall,Polyester,Female,Mid-range,8.1,Formal
Oval,Casual,"['White', 'Green', 'Neutral']",Winter,Polyester,Unisex,Luxury,6.1,Formal
Rectangle,Casual,['Black'],Winter,Wool,Unisex,Mid-range,6.2,Business Casual
Hourglass,Party,"['Black', 'Gold']",Winter,Wool,Male,Mid-range,8.9,Bohemian
Oval,Formal,"['Gold', 'Red']",Spring,Silk,Female,Luxury,3.3,Formal
Pear,Business,"['Silver', 'Black', 'Neutral']",Winter,Polyester,Male,Luxury,2.9,Glam
Rectangle,Party,"['Silver', 'Neutral', 'White']",Spring,Cotton,Male,Mid-range,6.8,Bohemian
Oval,Wedding,"['Blue', 'Black']",Summer,Cotton,Female,Mid-range,1.7,Glam
Oval,Party,"['Neutral', 'Green', 'Red']",Fall,Cotton,Male,Luxury,4.4,Streetwear
Rectangle,Casual,['Silver'],Winter,Denim,Female,Budget,7.4,Business Casual
Oval,Party,"['Gold', 'Red', 'Blue']",Fall,Silk,Unisex,Luxury,4.3,Business Casual
Rectangle,Casual,['Green'],Spring,Silk,Male,Budget,7.4,Streetwear
Pear,Casual,['Black'],Summer,Silk,Female,Mid-range,8.9,Formal
Rectangle,Casual,"['White', 'Silver']",Fall,Cotton,Female,Luxury,4.8,Glam
Oval,Casual,['Gold'],Fall,Cotton,Female,Budget,9.6,Formal
Inverted Triangle,Business,['Neutral'],Spring,Cotton,Female,Luxury,5.1,Business Casual
Hourglass,Wedding,"['Blue', 'Silver', 'Gold']",Spring,Cotton,Unisex,Mid-range,5.1,Bohemian
Hourglass,Casual,['Blue'],Winter,Wool,Male,Mid-range,9.8,Streetwear
Hourglass,Casual,"['Neutral', 'Red']",Spring,Cotton,Female,Luxury,5.0,Bohemian
Pear,Business,['Silver'],Spring,Cotton,Unisex,Budget,5.5,Glam
Inverted Triangle,Formal,['Green'],Fall,Polyester,Female,Luxury,4.3,Formal
Pear,Casual,['Gold'],Winter,Wool,Male,Luxury,2.8,Business Casual
Oval,Party,"['Red', 'Silver']",Fall,Polyester,Unisex,Mid-range,6.2,Formal
Hourglass,Casual,"['Green', 'Silver', 'Red']",Summer,Cotton,Female,Luxury,2.9,Formal
Inverted Triangle,Party,"['Black', 'Silver', 'Gold']",Fall,Cotton,Male,Mid-range,5.0,Formal
Inverted Triangle,Business,"['Blue', 'Silver']",Summer,Cotton,Unisex,Budget,5.0,Business Casual
Rectangle,Casual,"['Neutral', 'White', 'Blue']",Summer,Silk,Male,Budget,4.5,Business Casual
Hourglass,Business,"['Gold', 'White', 'Red']",Spring,Cotton,Unisex,Mid-range,6.0,Streetwear
Oval,Wedding,['Red'],Summer,Polyester,Female,Mid-range,4.9,Bohemian
Oval,Business,"['Silver', 'Red']",Summer,Silk,Female,Budget,4.5,Glam
Rectangle,Party,['Neutral'],Spring,Polyester,Unisex,Budget,8.3,Glam
Hourglass,Business,"['Green', 'Silver', 'Neutral']",Spring,Silk,Unisex,Mid-range,2.7,Business Casual
Oval,Formal,"['Green', 'Blue']",Winter,Wool,Male,Luxury,2.1,Glam
Pear,Business,['Gold'],Fall,Cotton,Male,Luxury,4.2,Streetwear
Pear,Party,['Gold'],Winter,Denim,Female,Budget,3.6,Streetwear
Rectangle,Casual,"['White', 'Silver', 'Gold']",Winter,Polyester,Female,Mid-range,8.0,Glam
Rectangle,Formal,"['Gold', 'Green']",Spring,Cotton,Unisex,Mid-range,7.3,Business Casual
Oval,Formal,['White'],Summer,Polyester,Male,Luxury,5.1,Formal
Oval,Casual,"['Gold', 'Blue']",Winter,Denim,Unisex,Luxury,9.5,Bohemian
Inverted Triangle,Casual,"['Blue', 'Neutral', 'Silver']",Summer,Silk,Unisex,Mid-range,9.8,Business Casual
Hourglass,Business,['Blue'],Fall,Silk,Female,Budget,3.8,Formal
Rectangle,Formal,['Green'],Fall,Polyester,Male,Luxury,9.0,Formal
Oval,Party,['Green'],Fall,Silk,Unisex,Budget,6.8,Business Casual
Hourglass,Casual,"['Silver', 'Neutral']",Spring,Cotton,Unisex,Luxury,7.3,Streetwear
Rectangle,Business,"['Black', 'Neutral', 'Red']",Winter,Wool,Unisex,Budget,5.5,Formal
Hourglass,Casual,"['Silver', 'Green']",Winter,Wool,Unisex,Luxury,6.4,Glam
Oval,Party,"['Red', 'Silver', 'Blue']",Winter,Polyester,Unisex,Budget,8.3,Formal
Hourglass,Party,"['Silver', 'Red']",Winter,Polyester,Female,Luxury,7.9,Streetwear
Hourglass,Formal,"['Silver', 'Blue']",Spring,Polyester,Male,Budget,4.3,Formal
Oval,Wedding,"['Red', 'Silver', 'Gold']",Spring,Cotton,Female,Mid-range,7.3,Glam
Pear,Party,"['Black', 'Red']",Winter,Denim,Female,Budget,1.7,Business Casual
Pear,Formal,"['Green', 'Gold', 'Blue']",Summer,Cotton,Unisex,Luxury,7.8,Formal
Rectangle,Formal,"['White', 'Silver']",Spring,Cotton,Unisex,Luxury,7.8,Formal
Hourglass,Wedding,"['Silver', 'Blue', 'Red']",Fall,Cotton,Unisex,Mid-range,2.5,Bohemian
Pear,Casual,"['Silver', 'White']",Spring,Silk,Unisex,Mid-range,6.8,Streetwear
Hourglass,Party,"['Neutral', 'Red', 'Silver']",Spring,Cotton,Female,Luxury,2.3,Streetwear
Oval,Casual,"['Black', 'Green', 'Red']",Summer,Silk,Male,Luxury,9.3,Glam
Inverted Triangle,Wedding,['Red'],Summer,Silk,Male,Mid-range,1.8,Business Casual
Hourglass,Party,"['Blue', 'Silver', 'White']",Winter,Wool,Male,Budget,5.5,Glam
Hourglass,Formal,"['Gold', 'Green', 'Neutral']",Summer,Silk,Male,Mid-range,4.2,Formal
Hourglass,Formal,"['Neutral', 'Black', 'Silver']",Fall,Cotton,Male,Budget,5.8,Formal
Rectangle,Casual,"['White', 'Green']",Summer,Cotton,Male,Mid-range,7.2,Formal
Oval,Formal,"['Red', 'Black']",Summer,Polyester,Unisex,Mid-range,9.2,Glam
Hourglass,Party,['Green'],Summer,Cotton,Female,Budget,2.8,Glam
Inverted Triangle,Business,"['Black', 'Neutral', 'Red']",Summer,Silk,Unisex,Luxury,7.2,Streetwear
Inverted Triangle,Wedding,"['White', 'Black', 'Green']",Fall,Silk,Male,Luxury,8.2,Streetwear
Hourglass,Casual,"['White', 'Blue']",Fall,Silk,Unisex,Luxury,4.4,Streetwear
Pear,Business,"['Green', 'Black', 'Red']",Fall,Cotton,Unisex,Mid-range,5.7,Formal
Rectangle,Casual,['Green'],Summer,Polyester,Female,Budget,2.8,Formal
Oval,Business,"['Green', 'Blue']",Summer,Cotton,Unisex,Budget,2.0,Formal
Pear,Wedding,"['Blue', 'Gold', 'Black']",Spring,Polyester,Unisex,Luxury,8.2,Streetwear
Inverted Triangle,Party,"['Blue', 'Silver']",Fall,Cotton,Male,Budget,8.3,Streetwear
Rectangle,Business,['Silver'],Winter,Wool,Unisex,Mid-range,4.5,Glam
Rectangle,Business,"['Silver', 'Neutral', 'Red']",Spring,Cotton,Male,Budget,2.9,Bohemian
Pear,Party,"['Green', 'White']",Spring,Cotton,Unisex,Luxury,6.9,Glam
Oval,Wedding,"['Gold', 'Red', 'Black']",Summer,Cotton,Male,Budget,4.7,Glam
Oval,Party,"['Green', 'Blue', 'White']",Summer,Cotton,Female,Budget,2.7,Glam
Hourglass,Party,['Black'],Summer,Silk,Unisex,Luxury,7.4,Business Casual
Hourglass,Party,"['Red', 'Blue']",Winter,Polyester,Female,Mid-range,5.5,Formal
Rectangle,Business,['Red'],Summer,Polyester,Female,Budget,3.5,Business Casual
Inverted Triangle,Business,"['White', 'Neutral']",Spring,Silk,Male,Luxury,5.6,Bohemian
Rectangle,Casual,"['Neutral', 'White', 'Blue']",Spring,Cotton,Unisex,Mid-range,1.3,Bohemian
Hourglass,Business,"['Blue', 'Black']",Spring,Silk,Unisex,Mid-range,6.9,Streetwear
Rectangle,Casual,"['Silver', 'Blue', 'Red']",Fall,Polyester,Female,Mid-range,8.0,Streetwear
Pear,Business,"['White', 'Green']",Spring,Silk,Male,Mid-range,3.9,Bohemian
Oval,Wedding,['Black'],Winter,Wool,Female,Luxury,4.5,Business Casual
Hourglass,Business,['Silver'],Winter,Polyester,Unisex,Budget,9.4,Business Casual
Inverted Triangle,Formal,"['White', 'Silver', 'Blue']",Spring,Silk,Unisex,Luxury,1.4,Formal
Oval,Casual,['Silver'],Winter,Polyester,Male,Budget,8.4,Bohemian
Pear,Business,"['Blue', 'Neutral', 'Gold']",Summer,Silk,Male,Budget,7.3,Streetwear
Hourglass,Formal,"['White', 'Silver']",Winter,Wool,Male,Mid-range,3.0,Formal
Pear,Casual,['Neutral'],Spring,Cotton,Male,Mid-range,8.0,Streetwear
Hourglass,Party,"['Gold', 'Blue', 'Green']",Summer,Silk,Female,Mid-range,3.7,Glam
Hourglass,Party,['Silver'],Summer,Silk,Unisex,Mid-range,3.2,Glam
Hourglass,Casual,['Silver'],Winter,Denim,Unisex,Mid-range,3.6,Bohemian
Rectangle,Casual,"['Black', 'Gold', 'White']",Winter,Wool,Male,Budget,9.2,Business Casual
Pear,Formal,['Neutral'],Spring,Cotton,Unisex,Luxury,4.8,Formal
Pear,Casual,"['Black', 'Gold']",Spring,Polyester,Female,Mid-range,5.0,Streetwear
Hourglass,Casual,['Neutral'],Spring,Cotton,Unisex,Mid-range,8.0,Glam
Pear,Business,"['Gold', 'Black', 'Silver']",Winter,Polyester,Unisex,Budget,4.3,Formal
Hourglass,Formal,"['Gold', 'Blue', 'Silver']",Fall,Polyester,Unisex,Mid-range,9.4,Business Casual
Inverted Triangle,Party,['Neutral'],Spring,Silk,Female,Budget,7.8,Business Casual
Inverted Triangle,Party,"['Green', 'Red']",Fall,Polyester,Unisex,Luxury,8.6,Bohemian
Rectangle,Party,['Blue'],Winter,Wool,Unisex,Budget,2.9,Glam
Inverted Triangle,Party,"['Gold', 'White', 'Black']",Fall,Polyester,Male,Budget,9.6,Bohemian
Oval,Party,"['Red', 'Gold']",Fall,Silk,Male,Luxury,7.8,Business Casual
Pear,Business,['Green'],Winter,Wool,Unisex,Mid-range,1.3,Glam
Oval,Casual,"['Silver', 'White']",Spring,Silk,Unisex,Luxury,4.8,Glam
Rectangle,Formal,"['Red', 'Neutral']",Spring,Cotton,Unisex,Mid-range,8.0,Glam
Rectangle,Party,['Blue'],Winter,Wool,Unisex,Mid-range,6.1,Business Casual
Pear,Wedding,['Blue'],Summer,Silk,Male,Budget,6.7,Glam
Hourglass,Formal,"['Black', 'Green', 'Gold']",Fall,Polyester,Female,Luxury,5.0,Formal
Inverted Triangle,Party,"['Neutral', 'Gold', 'Red']",Spring,Polyester,Unisex,Mid-range,5.0,Formal
Oval,Casual,"['Red', 'Neutral']",Summer,Cotton,Male,Luxury,7.9,Streetwear
Inverted Triangle,Casual,"['Black', 'Red', 'Blue']",Winter,Wool,Unisex,Mid-range,4.0,Streetwear
Hourglass,Formal,['Green'],Fall,Silk,Unisex,Budget,3.3,Formal
Pear,Formal,['Neutral'],Spring,Cotton,Female,Mid-range,8.2,Business Casual
Pear,Casual,"['Green', 'Silver']",Winter,Wool,Female,Budget,7.0,Formal
Rectangle,Business,['Green'],Winter,Polyester,Unisex,Budget,8.8,Business Casual
Oval,Party,['Black'],Spring,Cotton,Unisex,Luxury,3.8,Business Casual
Hourglass,Formal,['Green'],Summer,Cotton,Unisex,Budget,4.1,Business Casual
